pathway	pval	padj	ES	NES	nMoreExtreme	size	Reactome_ID
MyD88 dependent cascade initiated on endosome	0.938775510204082	1	-0.294105274676219	-0.724498808071277	827	102	R-HSA-975155
Neddylation	0.923316062176166	1	-0.29514558546771	-0.778504954072365	890	243	R-HSA-8951664
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0.937641723356009	1	-0.295219483468491	-0.727222122224627	826	101	R-HSA-975138
Paradoxical activation of RAF signaling by kinase inactive BRAF	0.9454770755886	1	-0.2966971422645	-0.666609579622806	762	45	R-HSA-6802955
Signaling by RAS mutants	0.9454770755886	1	-0.2966971422645	-0.666609579622806	762	45	R-HSA-6802949
Signaling by moderate kinase activity BRAF mutants	0.9454770755886	1	-0.2966971422645	-0.666609579622806	762	45	R-HSA-6802946
Signaling downstream of RAS mutants	0.9454770755886	1	-0.2966971422645	-0.666609579622806	762	45	R-HSA-9649948
BBSome-mediated cargo-targeting to cilium	0.958445040214477	1	-0.296774738775365	-0.605464620328121	714	23	R-HSA-5620922
N-Glycan antennae elongation	0.964539007092199	1	-0.29734758337471	-0.562015795511003	679	15	R-HSA-975577
ER Quality Control Compartment (ERQC)	0.961904761904762	1	-0.297753306967273	-0.601055869662812	706	21	R-HSA-901032
Transcriptional activation of mitochondrial biogenesis	0.942752740560292	1	-0.298171751074924	-0.685730248199462	773	53	R-HSA-2151201
mTORC1-mediated signalling	0.956233421750663	1	-0.299429754933691	-0.615136606745022	720	24	R-HSA-166208
Aggrephagy	0.946716232961586	1	-0.299941801596142	-0.668461125553111	763	42	R-HSA-9646399
CD209 (DC-SIGN) signaling	0.959183673469388	1	-0.300340813516756	-0.606279106358984	704	21	R-HSA-5621575
FGFR2 alternative splicing	0.953825857519789	1	-0.301037667836476	-0.622344965465238	722	26	R-HSA-6803529
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0.967123287671233	1	-0.301219658973733	-0.596229385894498	705	19	R-HSA-190840
Signaling by RAF1 mutants	0.944931163954944	1	-0.301233709482281	-0.669166988047564	754	41	R-HSA-9656223
Response of EIF2AK4 (GCN2) to amino acid deficiency	0.925170068027211	1	-0.301443656277312	-0.742576174174339	815	102	R-HSA-9633012
TNFR1-induced proapoptotic signaling	0.944809461235217	1	-0.301476677544057	-0.623386870027165	718	25	R-HSA-5357786
SARS-CoV-1 targets host intracellular signalling and regulatory pathways	0.96234309623431	1	-0.301708484890392	-0.579005093316118	689	16	R-HSA-9735871
Golgi Associated Vesicle Biogenesis	0.929001203369434	1	-0.306963879077857	-0.711293007367896	771	56	R-HSA-432722
TNF signaling	0.924278846153846	1	-0.307093815071912	-0.714107354158275	768	57	R-HSA-75893
Macroautophagy	0.899782135076253	1	-0.307235976768677	-0.7791284191188	825	134	R-HSA-1632852
Metabolism of steroids	0.87566988210075	1	-0.308691469637736	-0.793821691859539	816	155	R-HSA-8957322
TRAF6 mediated NF-kB activation	0.940318302387268	1	-0.309091170932068	-0.63498463639361	708	24	R-HSA-933542
Sealing of the nuclear envelope (NE) by ESCRT-III	0.930379746835443	1	-0.309262715558105	-0.661411871908085	734	31	R-HSA-9668328
Formation of WDR5-containing histone-modifying complexes	0.928128872366791	1	-0.309762032978133	-0.690346847676086	748	42	R-HSA-9772755
TRAF6-mediated induction of TAK1 complex within TLR4 complex	0.95676429567643	1	-0.309767399069125	-0.594470857753532	685	16	R-HSA-937072
Interleukin-7 signaling	0.938992042440318	1	-0.310516693253054	-0.637913172883127	707	24	R-HSA-1266695
Cell-extracellular matrix interactions	0.954545454545455	1	-0.311694092359318	-0.613379728150859	692	18	R-HSA-446353
Metabolism of folate and pterines	0.950549450549451	1	-0.312602899026546	-0.608945540746977	691	17	R-HSA-196757
Diseases of signal transduction by growth factor receptors and second messengers	0.891238670694864	1	-0.312710884230548	-0.845174750124838	884	457	R-HSA-5663202
CTNNB1 S33 mutants aren't phosphorylated	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-5358747
CTNNB1 S37 mutants aren't phosphorylated	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-5358749
CTNNB1 S45 mutants aren't phosphorylated	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-5358751
CTNNB1 T41 mutants aren't phosphorylated	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-5358752
Signaling by CTNNB1 phospho-site mutants	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-4839743
Signaling by GSK3beta mutants	0.948936170212766	1	-0.313314543705255	-0.592194900416508	668	15	R-HSA-5339716
Signaling by FLT3 fusion proteins	0.93972602739726	1	-0.316937950124343	-0.627341920554318	685	19	R-HSA-9703465
Activation of AMPK downstream of NMDARs	0.925064599483204	1	-0.318658399215644	-0.669984868160533	715	28	R-HSA-9619483
Eukaryotic Translation Elongation	0.860385925085131	0.996255826392603	-0.31984928331672	-0.784251916279346	757	95	R-HSA-156842
CDC42 GTPase cycle	0.812166488794024	0.977580214034641	-0.32222601676145	-0.830150007961888	760	153	R-HSA-9013148
Platelet activation, signaling and aggregation	0.830051813471503	0.982426582426582	-0.322251869847789	-0.853237431361658	800	261	R-HSA-76002
Sensory processing of sound by outer hair cells of the cochlea	0.887941534713764	1	-0.322716566646497	-0.742177991532719	728	53	R-HSA-9662361
RHOA GTPase cycle	0.824675324675325	0.981827609776793	-0.323474893970558	-0.827750605086082	761	146	R-HSA-8980692
RHOH GTPase cycle	0.906091370558376	1	-0.323680111659819	-0.6978738119824	713	36	R-HSA-9013407
Cellular response to heat stress	0.845372460496614	0.990293453724605	-0.324777605294294	-0.799354830354786	748	99	R-HSA-3371556
Platelet Aggregation (Plug Formation)	0.896333754740834	1	-0.325068174457093	-0.709808797372941	708	39	R-HSA-76009
HSF1 activation	0.910600255427842	1	-0.325385340954803	-0.688505554561815	712	29	R-HSA-3371511
PPARA activates gene expression	0.838604143947655	0.988064739542359	-0.325600562779835	-0.818228019004946	768	117	R-HSA-1989781
Constitutive Signaling by EGFRvIII	0.93758865248227	1	-0.326557665075953	-0.617225685290326	660	15	R-HSA-5637810
Signaling by EGFRvIII in Cancer	0.93758865248227	1	-0.326557665075953	-0.617225685290326	660	15	R-HSA-5637812
Downregulation of TGF-beta receptor signaling	0.912928759894459	1	-0.326670602445237	-0.675336765190871	691	26	R-HSA-2173788
Regulation of beta-cell development	0.892193308550186	1	-0.326777940539001	-0.728269113462034	719	42	R-HSA-186712
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	0.870036101083033	0.999551107373852	-0.328697403276118	-0.766356171664622	722	59	R-HSA-163841
Intrinsic Pathway for Apoptosis	0.868453105968331	0.999551107373852	-0.329563137561816	-0.759830320250001	712	54	R-HSA-109606
Transcriptional regulation by RUNX2	0.815991237677985	0.978432459544363	-0.329808918468251	-0.82941109967405	744	120	R-HSA-8878166
Cyclin D associated events in G1	0.863080684596577	0.996255826392603	-0.330040391659835	-0.748732390528237	705	47	R-HSA-69231
G1 Phase	0.863080684596577	0.996255826392603	-0.330040391659835	-0.748732390528237	705	47	R-HSA-69236
Regulation of lipid metabolism by PPARalpha	0.820765027322404	0.978948832588177	-0.330151182555767	-0.830059201049306	750	119	R-HSA-400206
activated TAK1 mediates p38 MAPK activation	0.89544235924933	1	-0.330657240354927	-0.674589964484061	667	23	R-HSA-450302
Metabolism of water-soluble vitamins and cofactors	0.807480748074808	0.975605860981355	-0.330855142860922	-0.833672537334953	733	127	R-HSA-196849
Neutrophil degranulation	0.798792756539235	0.973539546936127	-0.332566077262446	-0.900303566778304	793	473	R-HSA-6798695
PKA-mediated phosphorylation of CREB	0.909712722298222	1	-0.333329953420917	-0.664446237644219	664	20	R-HSA-111931
RHOD GTPase cycle	0.863580998781973	0.996255826392603	-0.33359454812213	-0.767194985631936	708	53	R-HSA-9013405
Carboxyterminal post-translational modifications of tubulin	0.855018587360595	0.996255826392603	-0.333612212907423	-0.749549170935377	689	45	R-HSA-8955332
Intra-Golgi and retrograde Golgi-to-ER traffic	0.775553213909378	0.965394512949814	-0.335695139265638	-0.878147611258503	735	204	R-HSA-6811442
SLC transporter disorders	0.799097065462754	0.973539546936127	-0.335819803760012	-0.826532303608551	707	99	R-HSA-5619102
Unfolded Protein Response (UPR)	0.817142857142857	0.978432459544363	-0.336631146975529	-0.820544729731635	714	90	R-HSA-381119
Signaling by Nuclear Receptors	0.751295336787565	0.949229226221772	-0.338050817051327	-0.895068850793088	724	261	R-HSA-9006931
Germ layer formation at gastrulation	0.927475592747559	1	-0.339563639900756	-0.65165246207419	664	16	R-HSA-9754189
Transport of connexons to the plasma membrane	0.896032831737346	1	-0.340517003564651	-0.678772608193144	654	20	R-HSA-190872
Asparagine N-linked glycosylation	0.733128834355828	0.935322481954038	-0.340956430820849	-0.910208861047937	716	304	R-HSA-446203
Vitamin B5 (pantothenate) metabolism	0.893296853625171	1	-0.341565097827447	-0.680861836246203	652	20	R-HSA-199220
PIP3 activates AKT signaling	0.71900826446281	0.926804507461676	-0.342548497263303	-0.909395358030854	695	271	R-HSA-1257604
Signaling by BRAF and RAF1 fusions	0.816568047337278	0.978432459544363	-0.342873788652315	-0.808761120150858	689	65	R-HSA-6802952
VEGFR2 mediated vascular permeability	0.875324675324675	1	-0.343365375198305	-0.715348502111898	673	27	R-HSA-5218920
FOXO-mediated transcription	0.806603773584906	0.975605860981355	-0.34519530008946	-0.817479433327246	683	66	R-HSA-9614085
RHO GTPase cycle	0.712701612903226	0.923976794593905	-0.345316347387115	-0.932646210452749	706	444	R-HSA-9012999
ESR-mediated signaling	0.726012793176972	0.931113181474279	-0.34602756936141	-0.896398717129743	680	185	R-HSA-8939211
Circadian Clock	0.783625730994152	0.971826872074792	-0.346690798510709	-0.826627461890797	669	69	R-HSA-400253
Oncogenic MAPK signaling	0.784492588369441	0.971911497583293	-0.347501347779805	-0.841624811441898	687	82	R-HSA-6802957
Regulation of TNFR1 signaling	0.802211302211302	0.97544136098353	-0.349082297840432	-0.791901417231974	652	48	R-HSA-5357905
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.836294416243655	0.986707081035679	-0.349430268799757	-0.753392701389115	658	36	R-HSA-2173796
Protein localization	0.708154506437768	0.921724913141222	-0.349891260791971	-0.901746964169177	659	162	R-HSA-9609507
Plasma lipoprotein assembly, remodeling, and clearance	0.754004576659039	0.949229226221772	-0.350092079074673	-0.845333807011769	658	75	R-HSA-174824
RHOG GTPase cycle	0.754608294930876	0.949229226221772	-0.351655823302037	-0.846443308966909	654	74	R-HSA-9013408
Detoxification of Reactive Oxygen Species	0.826142131979695	0.981829014000596	-0.352836109649101	-0.760735899351907	650	36	R-HSA-3299685
KEAP1-NFE2L2 pathway	0.709748083242059	0.922883533412866	-0.353164709905319	-0.890318804816327	647	124	R-HSA-9755511
Apoptotic factor-mediated response	0.86986301369863	0.999551107373852	-0.353535929245118	-0.699783376369331	634	19	R-HSA-111471
Signaling by Interleukins	0.627391742195368	0.857014818809482	-0.353604017403771	-0.95569806528396	622	457	R-HSA-449147
Selective autophagy	0.75858123569794	0.951605374467688	-0.354676764682016	-0.856201669316594	662	79	R-HSA-9663891
Budding and maturation of HIV virion	0.839793281653747	0.988169314376427	-0.355307941200283	-0.747041172388388	649	28	R-HSA-162588
Spry regulation of FGF signaling	0.895397489539749	1	-0.355494568802565	-0.682225314470952	641	16	R-HSA-1295596
Synthesis of PA	0.828065739570164	0.981829014000596	-0.357039636499519	-0.779620691633245	654	39	R-HSA-1483166
Peroxisomal lipid metabolism	0.827586206896552	0.981829014000596	-0.357418815865914	-0.756287420037065	647	29	R-HSA-390918
Signaling by CSF3 (G-CSF)	0.81702668360864	0.978432459544363	-0.358043247741175	-0.761908439239899	642	30	R-HSA-9674555
C-type lectin receptors (CLRs)	0.676406926406926	0.895505436373247	-0.35871002243647	-0.917086947569156	624	142	R-HSA-5621481
Signaling by FGFR in disease	0.763440860215054	0.953273938240637	-0.359461255083779	-0.842810491432248	638	63	R-HSA-1226099
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.718678815489749	0.926804507461676	-0.36001322012817	-0.871409568198186	630	78	R-HSA-446193
Signaling by WNT	0.608606557377049	0.83895664969134	-0.360205695420945	-0.959910590097193	593	295	R-HSA-195721
LDL clearance	0.850684931506849	0.994142796303159	-0.360351407348441	-0.71327382496079	620	19	R-HSA-8964038
PKA activation	0.862258953168044	0.996255826392603	-0.360479486100567	-0.709384023016492	625	18	R-HSA-163615
RHOF GTPase cycle	0.79182156133829	0.973371260648963	-0.360523186525695	-0.803474986715756	638	42	R-HSA-9035034
Gastrulation	0.678336980306346	0.896251881331244	-0.360838651772773	-0.91137991448283	619	126	R-HSA-9758941
Cellular response to starvation	0.63607257203842	0.863006426591942	-0.360906960155051	-0.92980361690664	595	153	R-HSA-9711097
BMAL1:CLOCK,NPAS2 activates circadian gene expression	0.831168831168831	0.982426582426582	-0.361216184046714	-0.752537893627629	639	27	R-HSA-1368108
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.875871687587169	1	-0.361562929785854	-0.693871032418467	627	16	R-HSA-210744
Signaling by NOTCH2	0.808375634517767	0.975605860981355	-0.361980740388775	-0.774055800810028	636	33	R-HSA-1980145
RNA Polymerase III Transcription Termination	0.828418230563003	0.981829014000596	-0.362304381054426	-0.739154839874604	617	23	R-HSA-73980
Lysosome Vesicle Biogenesis	0.809402795425667	0.975605860981355	-0.362723072169253	-0.779239639838559	636	35	R-HSA-432720
Negative regulation of MAPK pathway	0.783683559950556	0.971826872074792	-0.362793662711013	-0.811302491210896	633	43	R-HSA-5675221
Respiratory Syncytial Virus Infection Pathway	0.668845315904139	0.890888380168762	-0.363793687406803	-0.915127010853505	613	118	R-HSA-9820952
Caspase activation via extrinsic apoptotic signalling pathway	0.831134564643799	0.982426582426582	-0.364427321318245	-0.753392458592888	629	26	R-HSA-5357769
Gluconeogenesis	0.803320561941252	0.97548998417872	-0.365309496798499	-0.780685729242345	628	34	R-HSA-70263
VEGFA-VEGFR2 Pathway	0.691873589164786	0.906111730910802	-0.365970575741427	-0.899854406218139	612	97	R-HSA-4420097
Intracellular signaling by second messengers	0.566153846153846	0.803154283991104	-0.366670222317293	-0.979158394049185	551	311	R-HSA-9006925
MAP kinase activation	0.733572281959379	0.935322481954038	-0.36765883133289	-0.862030930824127	613	63	R-HSA-450294
Mitochondrial biogenesis	0.684571428571429	0.899297230046584	-0.367907592449503	-0.899171931903583	598	91	R-HSA-1592230
Sulfur amino acid metabolism	0.806493506493506	0.975605860981355	-0.369920577746539	-0.770672147820747	620	27	R-HSA-1614635
Keratan sulfate degradation	0.860992907801418	0.996255826392603	-0.370311730504702	-0.699925116069929	606	15	R-HSA-2022857
Oncogene Induced Senescence	0.788071065989848	0.972647135079077	-0.370859961103244	-0.793043032819459	620	33	R-HSA-2559585
NOTCH3 Intracellular Domain Regulates Transcription	0.796320630749014	0.973539546936127	-0.372340171009207	-0.769916849560905	605	25	R-HSA-9013508
Deactivation of the beta-catenin transactivating complex	0.757125154894672	0.951482953277595	-0.372695958499281	-0.830603665717026	610	42	R-HSA-3769402
Golgi-to-ER retrograde transport	0.599344978165939	0.836688505062537	-0.372961075003779	-0.945730155554399	548	135	R-HSA-8856688
PKA activation in glucagon signalling	0.835164835164835	0.986261263488986	-0.373381542263064	-0.727341383801478	607	17	R-HSA-164378
RHOB GTPase cycle	0.67719298245614	0.89564233163554	-0.37386050323598	-0.891409175607609	578	69	R-HSA-9013026
Intraflagellar transport	0.720987654320988	0.927388041636408	-0.374349278957605	-0.853738023999551	583	50	R-HSA-5620924
Signaling by ALK	0.794573643410853	0.973371260648963	-0.374721353499189	-0.787858211925534	614	28	R-HSA-201556
Interleukin-17 signaling	0.661645422943221	0.884891737922025	-0.375976837671017	-0.901691343532403	570	71	R-HSA-448424
rRNA processing	0.521052631578947	0.76296992481203	-0.376602372494068	-0.986773985802747	494	213	R-HSA-72312
COPI-mediated anterograde transport	0.653061224489796	0.874302374010829	-0.377026604342174	-0.928739811219555	575	101	R-HSA-6807878
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.786472148541114	0.972527293954705	-0.378587530918173	-0.777755200636466	592	24	R-HSA-193368
Assembly Of The HIV Virion	0.841004184100418	0.988230863383862	-0.380015231000674	-0.729282619834262	602	16	R-HSA-175474
Class I peroxisomal membrane protein import	0.79890560875513	0.973539546936127	-0.38186840616531	-0.761200795631264	583	20	R-HSA-9603798
RSV-host interactions	0.619209039548023	0.850682994646079	-0.382205061810761	-0.939349179766539	547	96	R-HSA-9833110
ERK/MAPK targets	0.791610284167794	0.973371260648963	-0.382414958087991	-0.775177640115115	584	22	R-HSA-198753
Glycerophospholipid biosynthesis	0.563256325632563	0.801473945804335	-0.383667555864387	-0.96674666146875	511	127	R-HSA-1483206
Activation of SMO	0.797520661157025	0.973539546936127	-0.384556335919214	-0.756764618152914	578	18	R-HSA-5635838
Signaling by BMP	0.745569620253165	0.946022574247729	-0.384616856435278	-0.822569751168293	588	31	R-HSA-201451
Signaling by FGFR1 in disease	0.731155778894472	0.934967233829968	-0.385310350133851	-0.840297520214116	581	38	R-HSA-5655302
COPI-dependent Golgi-to-ER retrograde traffic	0.605442176870748	0.838615091946734	-0.386613169990479	-0.952354657142656	533	101	R-HSA-6811434
Endosomal Sorting Complex Required For Transport (ESCRT)	0.739240506329114	0.938899849277636	-0.386694245799046	-0.827012608061959	583	31	R-HSA-917729
Cellular response to chemical stress	0.445732349841939	0.69289199406709	-0.38885204789228	-1.01795517145235	422	210	R-HSA-9711123
p75NTR signals via NF-kB	0.818688981868898	0.978432459544363	-0.389003962909561	-0.746532786197961	586	16	R-HSA-193639
Pyroptosis	0.762337662337662	0.953273938240637	-0.389142450580175	-0.810717938493106	586	27	R-HSA-5620971
Synthesis of substrates in N-glycan biosythesis	0.648745519713262	0.873782604267055	-0.389559494677059	-0.913380300400799	542	63	R-HSA-446219
Negative regulation of the PI3K/AKT network	0.543646408839779	0.783806690547022	-0.390980170403507	-0.976602432638135	491	113	R-HSA-199418
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.778385772913817	0.968002022808462	-0.391316013258919	-0.78003326755185	568	20	R-HSA-6804115
Inactivation of CSF3 (G-CSF) signaling	0.746386333771353	0.946143835659919	-0.391831225054907	-0.810220024168181	567	25	R-HSA-9705462
Nuclear events mediated by NFE2L2	0.563841807909604	0.801473945804335	-0.393441511727387	-0.966965114423877	498	96	R-HSA-9759194
Activation of BAD and translocation to mitochondria	0.818439716312057	0.978432459544363	-0.393746083271902	-0.744218317525499	576	15	NA
Signaling by VEGF	0.544742729306488	0.784525204006709	-0.394575202311186	-0.980526074040317	486	106	R-HSA-194138
Signaling by ERBB2 ECD mutants	0.799163179916318	0.973539546936127	-0.39568660732022	-0.759357368019046	572	16	R-HSA-9665348
Cristae formation	0.715374841168996	0.924701272525836	-0.395904623405477	-0.84247664384047	562	30	R-HSA-8949613
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.531319910514541	0.771119162162697	-0.39639169977725	-0.985040101071085	474	106	R-HSA-6811558
ER to Golgi Anterograde Transport	0.445512820512821	0.69289199406709	-0.397074153891882	-1.02248791863061	416	154	R-HSA-199977
RHO GTPases activate PKNs	0.607228915662651	0.838615091946734	-0.397483745794232	-0.925075134089573	503	58	R-HSA-5625740
Signaling by NOTCH3	0.650676506765068	0.873782604267055	-0.398202174242414	-0.90593848676718	528	49	R-HSA-9012852
Stimuli-sensing channels	0.516093229744728	0.75909676841377	-0.398573707763803	-0.993504239775445	464	107	R-HSA-2672351
PI3K/AKT Signaling in Cancer	0.502799552071668	0.746236439273789	-0.402853273724429	-1.00043184279925	448	105	R-HSA-2219528
Mitochondrial protein import	0.583034647550777	0.822517696329698	-0.403357982111162	-0.945732910900218	487	63	R-HSA-1268020
Mitochondrial translation	0.508513053348468	0.751316583325664	-0.405346596985177	-0.992131049349774	447	94	R-HSA-5368287
WNT5A-dependent internalization of FZD4	0.794326241134752	0.973371260648963	-0.405827519166514	-0.767053404087038	559	15	R-HSA-5099900
Signaling by TGF-beta Receptor Complex	0.500567536889898	0.745453585016511	-0.406537650585008	-0.995046286005566	440	94	R-HSA-170834
Beta-catenin independent WNT signaling	0.406926406926407	0.653051694953727	-0.407126857705641	-1.04181038186943	375	146	R-HSA-3858494
Nucleotide catabolism	0.673443456162643	0.894289285916384	-0.408442051627614	-0.877457933132834	529	35	R-HSA-8956319
Transport to the Golgi and subsequent modification	0.356076759061834	0.598172481292094	-0.408470204977292	-1.05815894497395	333	185	R-HSA-948021
Synthesis of PC	0.684754521963824	0.899297230046584	-0.409278920429008	-0.860516101943225	529	28	R-HSA-1483191
Cytochrome P450 - arranged by substrate type	0.527810650887574	0.768576663667588	-0.411321627643577	-0.970213971802382	445	65	R-HSA-211897
Signaling by TGFB family members	0.416210295728368	0.661099162222299	-0.411584243954099	-1.03759289045807	379	124	R-HSA-9006936
NOTCH1 Intracellular Domain Regulates Transcription	0.600737100737101	0.836688505062537	-0.411710889079091	-0.933975852022726	488	48	R-HSA-2122947
Listeria monocytogenes entry into host cells	0.725034199726402	0.930767974599843	-0.412190512300496	-0.821643636522709	529	20	R-HSA-8876384
Attenuation phase	0.701846965699208	0.914422263155275	-0.412748281370794	-0.853287951510027	531	26	R-HSA-3371568
Myogenesis	0.651340996168582	0.873782604267055	-0.41429010308919	-0.876625346242981	509	29	R-HSA-525793
Regulation of gene expression in beta cells	0.700680272108844	0.913809659052488	-0.4143461462548	-0.836414499691811	514	21	R-HSA-210745
MAPK1/MAPK3 signaling	0.239175257731959	0.464885834287896	-0.415578636840004	-1.10432384714569	231	283	R-HSA-5684996
Metabolism of vitamins and cofactors	0.315677966101695	0.553702528777304	-0.415813752268853	-1.08058074357972	297	192	R-HSA-196854
Signaling by FLT3 ITD and TKD mutants	0.748953974895398	0.948482253921584	-0.415835796456441	-0.798025432459792	536	16	R-HSA-9703648
RAF/MAP kinase cascade	0.242798353909465	0.469733065747534	-0.41591531922546	-1.10513458078562	235	277	R-HSA-5673001
Protein folding	0.451759364358683	0.699773655299401	-0.416122537914918	-1.01850636781025	397	94	R-HSA-391251
RAS processing	0.684350132625995	0.899297230046584	-0.417173123019168	-0.85702390991858	515	24	R-HSA-9648002
Amino acid transport across the plasma membrane	0.634517766497462	0.863006426591942	-0.417662171706964	-0.89312438678772	499	33	R-HSA-352230
Platelet sensitization by LDL	0.732142857142857	0.935317846710252	-0.417678134398375	-0.813630450010025	532	17	R-HSA-432142
Post-translational protein phosphorylation	0.406040268456376	0.652849059086722	-0.417801411702985	-1.03824359854866	362	106	R-HSA-8957275
FGFR1 mutant receptor activation	0.632911392405063	0.862284264626628	-0.418005023093877	-0.893976127360104	499	31	R-HSA-1839124
PINK1-PRKN Mediated Mitophagy	0.691156462585034	0.906111730910802	-0.418212129785852	-0.844218517444043	507	21	R-HSA-5205685
Mitochondrial translation termination	0.467278989667049	0.709571799124038	-0.418437154511055	-1.01529437736062	406	88	R-HSA-5419276
Beta-catenin phosphorylation cascade	0.728021978021978	0.932778159340659	-0.419184030876489	-0.816563912713122	529	17	R-HSA-196299
Constitutive Signaling by Aberrant PI3K in Cancer	0.463553530751708	0.708011911928104	-0.419689013632566	-1.01585442339277	406	78	R-HSA-2219530
ROS and RNS production in phagocytes	0.623888182973316	0.854427240147172	-0.420484702491398	-0.903329215226016	490	35	R-HSA-1222556
Death Receptor Signaling	0.314040728831726	0.552307555264375	-0.421264215660591	-1.08331037714782	292	155	R-HSA-73887
Chaperonin-mediated protein folding	0.441008018327606	0.68881252386407	-0.421410402900923	-1.02468827878467	384	89	R-HSA-390466
Recycling of bile acids and salts	0.712121212121212	0.923976794593905	-0.422474113053067	-0.83138263755264	516	18	R-HSA-159418
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.682002706359946	0.898381075044427	-0.423841790609749	-0.859152269225391	503	22	R-HSA-450321
MAPK family signaling cascades	0.164453524004086	0.360807731594248	-0.42480067617794	-1.13795064529558	160	323	R-HSA-5683057
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	0.714285714285714	0.924204001127078	-0.424807876304073	-0.827519075335229	519	17	R-HSA-9659787
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	0.714285714285714	0.924204001127078	-0.424807876304073	-0.827519075335229	519	17	R-HSA-9661069
Mitochondrial translation initiation	0.432835820895522	0.679283010783403	-0.424820734997025	-1.03078347364417	376	88	R-HSA-5368286
Transcriptional regulation of white adipocyte differentiation	0.420752565564424	0.66501554001554	-0.42566939315428	-1.03438550309345	368	84	R-HSA-381340
Mitochondrial translation elongation	0.421354764638347	0.66501554001554	-0.427962141511017	-1.03840577089066	366	88	R-HSA-5389840
Cell recruitment (pro-inflammatory response)	0.646437994722955	0.871661509842258	-0.429797360093794	-0.888534066673408	489	26	R-HSA-9664424
Purinergic signaling in leishmaniasis infection	0.646437994722955	0.871661509842258	-0.429797360093794	-0.888534066673408	489	26	R-HSA-9660826
PI3K Cascade	0.548387096774194	0.787181478082869	-0.431391493235784	-0.965112484832641	441	44	R-HSA-109704
Synthesis of bile acids and bile salts	0.600255427841635	0.836688505062537	-0.432463791739833	-0.924198011779441	469	34	R-HSA-192105
DARPP-32 events	0.640583554376658	0.867332944625568	-0.4330090409466	-0.889556591317364	482	24	R-HSA-180024
Constitutive Signaling by AKT1 E17K in Cancer	0.639841688654354	0.867223445779454	-0.433250600563317	-0.89567306305281	484	26	R-HSA-5674400
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0.594423320659062	0.83320875716313	-0.433478730668985	-0.940461496637425	468	37	R-HSA-8939243
Visual phototransduction	0.345762711864407	0.588033649205067	-0.434268799445542	-1.06843944185889	305	100	R-HSA-2187338
IRS-mediated signalling	0.520884520884521	0.76296992481203	-0.435515602752329	-0.987977405843296	423	48	R-HSA-112399
Cardiogenesis	0.620779220779221	0.851948051948052	-0.436074974888308	-0.908494573498204	477	27	R-HSA-9733709
Signaling by FGFR2 in disease	0.529048207663782	0.768715785836023	-0.436809746380371	-0.976822011650969	427	43	R-HSA-5655253
Synthesis, secretion, and deacylation of Ghrelin	0.668493150684932	0.890888380168762	-0.438198633792015	-0.867363382641651	487	19	R-HSA-422085
Notch-HLH transcription pathway	0.580103359173127	0.819263301652467	-0.438812826543563	-0.922611657067867	448	28	R-HSA-350054
Formation of definitive endoderm	0.71063829787234	0.923126184958922	-0.438925361390625	-0.829611538631687	500	15	R-HSA-9823730
Cell death signalling via NRAGE, NRIF and NADE	0.377853881278539	0.620455935215823	-0.439340943458308	-1.06331821048558	330	76	R-HSA-204998
Class C/3 (Metabotropic glutamate/pheromone receptors)	0.560050568900126	0.799100449775112	-0.43952766575974	-0.959738997415252	442	39	R-HSA-420499
Sialic acid metabolism	0.573604060913706	0.81183228470203	-0.43990198537633	-0.940681769982245	451	33	R-HSA-4085001
Diseases of carbohydrate metabolism	0.567258883248731	0.803718849700146	-0.441804432582594	-0.94474994304074	446	33	R-HSA-5663084
RAF-independent MAPK1/3 activation	0.621983914209115	0.85270939962629	-0.442164635062055	-0.902081639411394	463	23	R-HSA-112409
Signaling by Non-Receptor Tyrosine Kinases	0.453105968331303	0.700206160719281	-0.445663981333848	-1.0249303343858	371	53	R-HSA-9006927
Signaling by PTK6	0.453105968331303	0.700206160719281	-0.445663981333848	-1.0249303343858	371	53	R-HSA-8848021
Kinesins	0.413751507840772	0.658788808600841	-0.446521962615442	-1.041362244406	342	62	R-HSA-983189
