Reactome_ID	pathway	CI
R-HSA-187706	Signalling to p38 via RIT and RIN	0.486985817351148
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	0.486982530526385
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	0.486897073082549
R-HSA-186797	Signaling by PDGF	0.486860918010156
R-HSA-9619483	Activation of AMPK downstream of NMDARs	0.486795181514898
R-HSA-5660526	Response to metal ions	0.486791894690135
R-HSA-6802957	Oncogenic MAPK signaling	0.486755739617742
R-HSA-727802	Transport of nucleotide sugars	0.48671958454535
R-HSA-2990846	SUMOylation	0.486703150421535
R-HSA-5358493	Synthesis of diphthamide-EEF2	0.486699863596772
R-HSA-5689877	Josephin domain DUBs	0.486634127101514
R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	0.486611119328173
R-HSA-201451	Signaling by BMP	0.486453351739552
R-HSA-168273	Influenza Viral RNA Transcription and Replication	0.486400762543345
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.486371181120479
R-HSA-418890	Role of second messengers in netrin-1 signaling	0.486371181120479
R-HSA-8875656	MET receptor recycling	0.486279150027116
R-HSA-72202	Transport of Mature Transcript to Cytoplasm	0.486239708129961
R-HSA-8853884	Transcriptional Regulation by VENTX	0.486210126707095
R-HSA-190373	FGFR1c ligand binding and activation	0.486183832108991
R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	0.486167397985176
R-HSA-112315	Transmission across Chemical Synapses	0.486160824335651
R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.486098374665155
R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	0.486035924994659
R-HSA-156588	Glucuronidation	0.486016204046081
R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.486016204046081
R-HSA-4641265	Repression of WNT target genes	0.485983335798452
R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	0.485957041200348
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	0.485904452004141
R-HSA-193993	Mineralocorticoid biosynthesis	0.485865010106986
R-HSA-432722	Golgi Associated Vesicle Biogenesis	0.485743397590757
R-HSA-9694548	Maturation of spike protein	0.485674374270736
R-HSA-176417	Phosphorylation of Emi1	0.48566780062121
R-HSA-1592230	Mitochondrial biogenesis	0.485648079672632
R-HSA-5696398	Nucleotide Excision Repair	0.485628358724055
R-HSA-111457	Release of apoptotic factors from the mitochondria	0.485625071899292
R-HSA-1474290	Collagen formation	0.485562622228796
R-HSA-9605308	Diseases of Base Excision Repair	0.485562622228796
R-HSA-171319	Telomere Extension By Telomerase	0.485562622228796
R-HSA-8941332	RUNX2 regulates genes involved in cell migration	0.48555604857927
R-HSA-499943	Interconversion of nucleotide di- and triphosphates	0.485529753981166
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.485483738434485
R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	0.485483738434485
R-HSA-1839122	Signaling by activated point mutants of FGFR1	0.485408141464938
R-HSA-8866427	VLDLR internalisation and degradation	0.485401567815412
R-HSA-8957275	Post-translational protein phosphorylation	0.485348978619205
R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	0.485345691794442
R-HSA-69231	Cyclin D associated events in G1	0.485316110371576
R-HSA-69236	G1 Phase	0.485316110371576
R-HSA-5637810	Constitutive Signaling by EGFRvIII	0.485289815773472
R-HSA-5637812	Signaling by EGFRvIII in Cancer	0.485289815773472
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	0.485187924205821
R-HSA-9772573	Late SARS-CoV-2 Infection Events	0.485148482308666
R-HSA-438064	Post NMDA receptor activation events	0.48514190865914
R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	0.485095893112459
R-HSA-76046	RNA Polymerase III Transcription Initiation	0.485036730266726
R-HSA-71336	Pentose phosphate pathway	0.485026869792437
R-HSA-174362	Transport and synthesis of PAPS	0.484997288369571
R-HSA-202670	ERKs are inactivated	0.484947985998126
R-HSA-72689	Formation of a pool of free 40S subunits	0.484947985998126
R-HSA-193704	p75 NTR receptor-mediated signalling	0.48478364475998
R-HSA-190322	FGFR4 ligand binding and activation	0.484777071110454
R-HSA-9711097	Cellular response to starvation	0.484731055563773
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	0.484708047790432
R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	0.484688326841854
R-HSA-9012852	Signaling by NOTCH3	0.484685040017092
R-HSA-5654726	Negative regulation of FGFR1 signaling	0.484662032243751
R-HSA-163210	Formation of ATP by chemiosmotic coupling	0.484645598119936
R-HSA-9845576	Glycosphingolipid transport	0.484471396407501
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	0.484422094036056
R-HSA-5696394	DNA Damage Recognition in GG-NER	0.484385938963664
R-HSA-1538133	G0 and Early G1	0.484320202468405
R-HSA-112308	Presynaptic depolarization and calcium channel opening	0.484290621045539
R-HSA-9837092	FASTK family proteins regulate processing and stability of mitochondrial RNAs	0.484241318674095
R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO	0.484228171375043
R-HSA-211859	Biological oxidations	0.484152574405496
R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	0.484139427106444
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.484129566632155
R-HSA-5627123	RHO GTPases activate PAKs	0.484122992982629
R-HSA-5668914	Diseases of metabolism	0.484116419333103
R-HSA-2033519	Activated point mutants of FGFR2	0.484099985209289
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	0.484090124735
R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	0.484083551085474
R-HSA-9764260	Regulation of Expression and Function of Type II Classical Cadherins	0.484017814590215
R-HSA-9759476	Regulation of Homotypic Cell-Cell Adhesion	0.484017814590215
R-HSA-5365859	RA biosynthesis pathway	0.483912636197801
R-HSA-69478	G2/M DNA replication checkpoint	0.483883054774935
R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	0.483850186527305
R-HSA-211999	CYP2E1 reactions	0.483814031454913
R-HSA-6782315	tRNA modification in the nucleus and cytosol	0.483814031454913
R-HSA-3899300	SUMOylation of transcription cofactors	0.483794310506335
R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects	0.483728574011077
R-HSA-426496	Post-transcriptional silencing by small RNAs	0.483712139887262
R-HSA-8982491	Glycogen metabolism	0.483702279412973
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	0.483597101020559
R-HSA-629587	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	0.4835313645253
R-HSA-2022854	Keratan sulfate biosynthesis	0.483501783102434
R-HSA-373760	L1CAM interactions	0.483465628030042
R-HSA-176412	Phosphorylation of the APC/C	0.483422899308123
R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels	0.483399891534783
R-HSA-70221	Glycogen breakdown (glycogenolysis)	0.483393317885257
R-HSA-5666185	RHO GTPases Activate Rhotekin and Rhophilins	0.483386744235731
R-HSA-72737	Cap-dependent Translation Initiation	0.483376883761442
R-HSA-72613	Eukaryotic Translation Initiation	0.483376883761442
R-HSA-556833	Metabolism of lipids	0.483334155039524
R-HSA-446203	Asparagine N-linked glycosylation	0.483294713142369
R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	0.483202682049007
R-HSA-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter	0.483146806028037
R-HSA-1257604	PIP3 activates AKT signaling	0.483127085079459
R-HSA-73863	RNA Polymerase I Transcription Termination	0.483127085079459
R-HSA-917977	Transferrin endocytosis and recycling	0.483104077306118
R-HSA-9662001	Defective factor VIII causes hemophilia A	0.483067922233726
R-HSA-162587	HIV Life Cycle	0.483067922233726
R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)	0.483051488109911
R-HSA-6784531	tRNA processing in the nucleus	0.483025193511808
R-HSA-156580	Phase II - Conjugation of compounds	0.482966030666075
R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	0.482956170191786
R-HSA-381033	ATF6 (ATF6-alpha) activates chaperones	0.482943022892734
R-HSA-428359	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	0.482867425923187
R-HSA-70635	Urea cycle	0.482854278624135
R-HSA-2428928	IRS-related events triggered by IGF1R	0.482811549902217
R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	0.482795115778402
R-HSA-9634815	Transcriptional Regulation by NPAS4	0.482795115778402
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	0.48270308468504
R-HSA-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	0.482673503262174
R-HSA-9620244	Long-term potentiation	0.482670216437411
R-HSA-211945	Phase I - Functionalization of compounds	0.482660355963122
R-HSA-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	0.4825913326431
R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	0.482561751220234
R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	0.482561751220234
R-HSA-382551	Transport of small molecules	0.482542030271656
R-HSA-391251	Protein folding	0.482482867425923
R-HSA-159740	Gamma-carboxylation of protein precursors	0.482473006951634
R-HSA-112316	Neuronal System	0.482433565054479
R-HSA-9836573	Mitochondrial RNA degradation	0.482430278229716
R-HSA-4608870	Asymmetric localization of PCP proteins	0.482351394435406
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	0.482318526187776
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	0.482282371115384
R-HSA-210745	Regulation of gene expression in beta cells	0.482272510641095
R-HSA-9659379	Sensory processing of sound	0.482262650166806
R-HSA-190375	FGFR2c ligand binding and activation	0.482203487321073
R-HSA-561048	Organic anion transport	0.482155828362011
R-HSA-6785470	tRNA processing in the mitochondrion	0.482124603526763
R-HSA-3000157	Laminin interactions	0.482068727505793
R-HSA-975634	Retinoid metabolism and transport	0.482052293381978
R-HSA-159418	Recycling of bile acids and salts	0.482032572433401
R-HSA-9013409	RHOJ GTPase cycle	0.482025998783875
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	0.482025998783875
R-HSA-74158	RNA Polymerase III Transcription	0.482025998783875
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	0.482022711959112
R-HSA-927802	Nonsense-Mediated Decay (NMD)	0.482022711959112
R-HSA-73780	RNA Polymerase III Chain Elongation	0.481976696412431
R-HSA-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter	0.48195368863909
R-HSA-3000178	ECM proteoglycans	0.481947114989564
R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	0.481940541340038
R-HSA-9768919	NPAS4 regulates expression of target genes	0.481910959917172
R-HSA-5632681	Ligand-receptor interactions	0.481864944370491
R-HSA-8852135	Protein ubiquitination	0.481832076122861
R-HSA-6790901	rRNA modification in the nucleus and cytosol	0.481805781524758
R-HSA-72766	Translation	0.481700603132344
R-HSA-9694516	SARS-CoV-2 Infection	0.481648013936137
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	0.481605285214219
R-HSA-3322077	Glycogen synthesis	0.481562556492301
R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	0.48153954871896
R-HSA-2428924	IGF1R signaling cascade	0.481513254120857
R-HSA-5576893	Phase 2 - plateau phase	0.481509967296094
R-HSA-1980145	Signaling by NOTCH2	0.481470525398938
R-HSA-9832991	Formation of the posterior neural plate	0.481444230800835
R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	0.481437657151309
R-HSA-5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription	0.481368633831287
R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation	0.481322618284606
R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis	0.48131604463508
R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	0.481266742263636
R-HSA-8943723	Regulation of PTEN mRNA translation	0.4811812848198
R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes	0.481177997995037
R-HSA-9013425	RHOT1 GTPase cycle	0.481122121974067
R-HSA-72764	Eukaryotic Translation Termination	0.481066245953097
R-HSA-73933	Resolution of Abasic Sites (AP sites)	0.481046525004519
R-HSA-8953854	Metabolism of RNA	0.481026804055942
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.480997222633075
R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	0.480993935808312
R-HSA-73762	RNA Polymerase I Transcription Initiation	0.480967641210209
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	0.480931486137817
R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)	0.480872323292084
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0.480816447271114
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	0.480793439497773
R-HSA-167161	HIV Transcription Initiation	0.480780292198721
R-HSA-167162	RNA Polymerase II HIV Promoter Escape	0.480780292198721
R-HSA-73776	RNA Polymerase II Promoter Escape	0.480780292198721
R-HSA-75953	RNA Polymerase II Transcription Initiation	0.480780292198721
R-HSA-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance	0.480780292198721
R-HSA-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	0.480780292198721
R-HSA-9837999	Mitochondrial protein degradation	0.480681687455833
R-HSA-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	0.48065539285773
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	0.48065539285773
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	0.480523919867212
R-HSA-5419276	Mitochondrial translation termination	0.480504198918635
R-HSA-1483249	Inositol phosphate metabolism	0.480494338444346
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	0.480491051619583
R-HSA-379726	Mitochondrial tRNA aminoacylation	0.480454896547191
R-HSA-420092	Glucagon-type ligand receptors	0.480451609722428
R-HSA-8953897	Cellular responses to stimuli	0.480435175598613
R-HSA-5368286	Mitochondrial translation initiation	0.480412167825272
R-HSA-8986944	Transcriptional Regulation by MECP2	0.480362865453828
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	0.480359578629065
R-HSA-399719	Trafficking of AMPA receptors	0.480359578629065
R-HSA-8956320	Nucleotide biosynthesis	0.48035300497954
R-HSA-3232118	SUMOylation of transcription factors	0.480326710381436
R-HSA-3858494	Beta-catenin independent WNT signaling	0.480300415783332
R-HSA-1482801	Acyl chain remodelling of PS	0.48029712895857
R-HSA-5619507	Activation of HOX genes during differentiation	0.480244539762363
R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.480244539762363
R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	0.480201811040444
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	0.480182090091867
R-HSA-5654700	FRS-mediated FGFR2 signaling	0.48009663264803
R-HSA-390466	Chaperonin-mediated protein folding	0.480070338049927
R-HSA-9818026	NFE2L2 regulating inflammation associated genes	0.479978306956565
R-HSA-9768778	Regulation of NPAS4 mRNA translation	0.479955299183224
R-HSA-9830364	Formation of the nephric duct	0.479938865059409
R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	0.479932291409883
R-HSA-9748787	Azathioprine ADME	0.479909283636543
R-HSA-72172	mRNA Splicing	0.479909283636543
R-HSA-73942	DNA Damage Reversal	0.479892849512728
R-HSA-6806667	Metabolism of fat-soluble vitamins	0.479859981265099
R-HSA-389887	Beta-oxidation of pristanoyl-CoA	0.479840260316521
R-HSA-5654712	FRS-mediated FGFR4 signaling	0.479817252543181
R-HSA-5368287	Mitochondrial translation	0.479807392068892
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.479767950171737
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	0.47971536097553
R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide	0.479685779552663
R-HSA-198203	PI3K/AKT activation	0.479633190356456
R-HSA-168255	Influenza Infection	0.479587174809775
R-HSA-2214320	Anchoring fibril formation	0.479560880211672
R-HSA-4086400	PCP/CE pathway	0.47951486466499
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	0.47951486466499
R-HSA-9715370	Miro GTPase Cycle	0.479505004190702
R-HSA-6799198	Complex I biogenesis	0.479426120396391
R-HSA-428543	Inactivation of CDC42 and RAC1	0.479386678499236
R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	0.47938010484971
R-HSA-8964539	Glutamate and glutamine metabolism	0.479265065983007
R-HSA-5389840	Mitochondrial translation elongation	0.479235484560141
R-HSA-1475029	Reversible hydration of carbon dioxide	0.4792124767868
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0.479179608539171
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	0.479173034889645
R-HSA-6787639	GDP-fucose biosynthesis	0.479120445693438
R-HSA-3785653	Myoclonic epilepsy of Lafora	0.479110585219149
R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	0.479057996022942
R-HSA-9834899	Specification of the neural plate border	0.478998833177209
R-HSA-9753281	Paracetamol ADME	0.478992259527683
R-HSA-75105	Fatty acyl-CoA biosynthesis	0.478972538579106
R-HSA-1474244	Extracellular matrix organization	0.478969251754343
R-HSA-9759194	Nuclear events mediated by NFE2L2	0.478962678104817
R-HSA-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.478939670331476
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	0.478926523032425
R-HSA-5654696	Downstream signaling of activated FGFR2	0.478923236207662
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	0.478896941609558
R-HSA-5654699	SHC-mediated cascade:FGFR2	0.478896941609558
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	0.478749034495226
R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	0.478732600371411
R-HSA-72306	tRNA processing	0.47868658482473
R-HSA-373752	Netrin-1 signaling	0.478676724350441
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.478657003401864
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	0.478558398658975
R-HSA-196843	Vitamin B2 (riboflavin) metabolism	0.478456507091324
R-HSA-1428517	Aerobic respiration and respiratory electron transport	0.478436786142747
R-HSA-9018679	Biosynthesis of EPA-derived SPMs	0.478371049647488
R-HSA-390450	Folding of actin by CCT/TriC	0.478246150306496
R-HSA-5687128	MAPK6/MAPK4 signaling	0.478239576656971
R-HSA-2262752	Cellular responses to stress	0.478196847935052
R-HSA-9706574	RHOBTB GTPase Cycle	0.478196847935052
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	0.478114677315979
R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	0.478071948594061
R-HSA-140875	Common Pathway of Fibrin Clot Formation	0.478039080346431
R-HSA-1989781	PPARA activates gene expression	0.477950336077832
R-HSA-176974	Unwinding of DNA	0.477947049253069
R-HSA-156842	Eukaryotic Translation Elongation	0.477927328304491
R-HSA-5654719	SHC-mediated cascade:FGFR4	0.477927328304491
R-HSA-72163	mRNA Splicing - Major Pathway	0.477910894180677
R-HSA-1430728	Metabolism	0.477904320531151
R-HSA-9675126	Diseases of mitotic cell cycle	0.477832010386366
R-HSA-611105	Respiratory electron transport	0.477815576262552
R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	0.47757892487962
R-HSA-72312	rRNA processing	0.477552630281517
R-HSA-2022923	Dermatan sulfate biosynthesis	0.477454025538628
R-HSA-674695	RNA Polymerase II Pre-transcription Events	0.47744416506434
R-HSA-190241	FGFR2 ligand binding and activation	0.477437591414814
R-HSA-2187338	Visual phototransduction	0.477434304590051
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	0.477371854919555
R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0.477368568094792
R-HSA-211979	Eicosanoids	0.477361994445266
R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea	0.47735542079574
R-HSA-1368082	RORA activates gene expression	0.477263389702378
R-HSA-1268020	Mitochondrial protein import	0.477210800506171
R-HSA-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0.477161498134727
R-HSA-8868773	rRNA processing in the nucleus and cytosol	0.477148350835675
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0.477125343062335
R-HSA-9761174	Formation of intermediate mesoderm	0.477112195763283
R-HSA-9711123	Cellular response to chemical stress	0.477062893391839
R-HSA-9759475	Regulation of CDH11 Expression and Function	0.477049746092787
R-HSA-2187335	The retinoid cycle in cones (daylight vision)	0.477010304195632
R-HSA-5467337	APC truncation mutants have impaired AXIN binding	0.477003730546106
R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	0.477003730546106
R-HSA-4839748	Signaling by AMER1 mutants	0.477003730546106
R-HSA-4839744	Signaling by APC mutants	0.477003730546106
R-HSA-4839735	Signaling by AXIN mutants	0.477003730546106
R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	0.477003730546106
R-HSA-181429	Serotonin Neurotransmitter Release Cycle	0.476977435948002
R-HSA-375165	NCAM signaling for neurite out-growth	0.476868970730825
R-HSA-77595	Processing of Intronless Pre-mRNAs	0.476845962957485
R-HSA-190370	FGFR1b ligand binding and activation	0.476819668359381
R-HSA-1462054	Alpha-defensins	0.4767736528127
R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated	0.476763792338411
R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated	0.476763792338411
R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated	0.476763792338411
R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated	0.476763792338411
R-HSA-4839743	Signaling by CTNNB1 phospho-site mutants	0.476763792338411
R-HSA-5339716	Signaling by GSK3beta mutants	0.476763792338411
R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	0.476707916317442
R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	0.476707916317442
R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	0.476707916317442
R-HSA-9613829	Chaperone Mediated Autophagy	0.47669476901839
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	0.476681621719338
R-HSA-400206	Regulation of lipid metabolism by PPARalpha	0.476658613945997
R-HSA-72086	mRNA Capping	0.476652040296472
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	0.476645466646946
R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	0.476645466646946
R-HSA-198693	AKT phosphorylates targets in the nucleus	0.476622458873605
R-HSA-167172	Transcription of the HIV genome	0.476566582852635
R-HSA-8941326	RUNX2 regulates bone development	0.476533714605006
R-HSA-419037	NCAM1 interactions	0.476454830810695
R-HSA-8957322	Metabolism of steroids	0.476349652418281
R-HSA-1614558	Degradation of cysteine and homocysteine	0.476326644644941
R-HSA-211981	Xenobiotics	0.476234613551578
R-HSA-2028269	Signaling by Hippo	0.476155729757268
R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	0.476004535818173
R-HSA-73980	RNA Polymerase III Transcription Termination	0.47594537297244
R-HSA-74160	Gene expression (Transcription)	0.475771171260004
R-HSA-428157	Sphingolipid metabolism	0.475744876661901
R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.475744876661901
R-HSA-432047	Passive transport by Aquaporins	0.475731729362849
R-HSA-4755510	SUMOylation of immune response proteins	0.475728442538086
R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	0.475728442538086
R-HSA-5654716	Downstream signaling of activated FGFR4	0.475725155713323
R-HSA-4086398	Ca2+ pathway	0.475593682722806
R-HSA-74182	Ketone body metabolism	0.475521372578021
R-HSA-112310	Neurotransmitter release cycle	0.475416194185607
R-HSA-2142753	Arachidonic acid metabolism	0.475297868494141
R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.475297868494141
R-HSA-1839126	FGFR2 mutant receptor activation	0.475261713421749
R-HSA-8874081	MET activates PTK2 signaling	0.47508422488455
R-HSA-3065679	SUMO is proteolytically processed	0.475074364410261
R-HSA-75153	Apoptotic execution phase	0.475071077585499
R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	0.475015201564529
R-HSA-1566948	Elastic fibre formation	0.474992193791188
R-HSA-209952	Peptide hormone biosynthesis	0.474979046492136
R-HSA-917937	Iron uptake and transport	0.474910023172115
R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	0.474785123831123
R-HSA-9758920	Formation of lateral plate mesoderm	0.474679945438709
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	0.47467008496442
R-HSA-9010642	ROBO receptors bind AKAP5	0.474617495768213
R-HSA-888590	GABA synthesis, release, reuptake and degradation	0.474610922118687
R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.474492596427221
R-HSA-8875513	MET interacts with TNS proteins	0.474351262962415
R-HSA-162599	Late Phase of HIV Life Cycle	0.474285526467156
R-HSA-74749	Signal attenuation	0.474269092343342
R-HSA-162582	Signal Transduction	0.474196782198557
R-HSA-113418	Formation of the Early Elongation Complex	0.47414419300235
R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	0.47414419300235
R-HSA-194441	Metabolism of non-coding RNA	0.474022580486121
R-HSA-191859	snRNP Assembly	0.474022580486121
R-HSA-9031628	NGF-stimulated transcription	0.47400943318707
R-HSA-112382	Formation of RNA Pol II elongation complex 	0.473891107495604
R-HSA-75955	RNA Polymerase II Transcription Elongation	0.473891107495604
R-HSA-2142700	Synthesis of Lipoxins (LX)	0.473877960196552
R-HSA-6806834	Signaling by MET	0.473868099722263
R-HSA-196783	Coenzyme A biosynthesis	0.473851665598449
R-HSA-6803157	Antimicrobial peptides	0.473831944649871
R-HSA-3000170	Syndecan interactions	0.473782642278427
R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	0.473693898009828
R-HSA-5654687	Downstream signaling of activated FGFR1	0.473631448339332
R-HSA-2465910	MASTL Facilitates Mitotic Progression	0.473542704070732
R-HSA-73857	RNA Polymerase II Transcription	0.473407944255452
R-HSA-212436	Generic Transcription Pathway	0.473381649657349
R-HSA-1442490	Collagen degradation	0.47333892093543
R-HSA-1295596	Spry regulation of FGF signaling	0.473335634110667
R-HSA-211897	Cytochrome P450 - arranged by substrate type	0.473194300645861
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	0.473187726996335
R-HSA-177504	Retrograde neurotrophin signalling	0.473174579697283
R-HSA-375280	Amine ligand-binding receptors	0.473158145573469
R-HSA-2485179	Activation of the phototransduction cascade	0.473135137800128
R-HSA-5654727	Negative regulation of FGFR2 signaling	0.473121990501076
R-HSA-8856828	Clathrin-mediated endocytosis	0.473112130026788
R-HSA-5083630	Defective LFNG causes SCDO3	0.47309240907821
R-HSA-2995410	Nuclear Envelope (NE) Reassembly	0.473072688129632
R-HSA-1482883	Acyl chain remodeling of DAG and TAG	0.473003664809611
R-HSA-9013408	RHOG GTPase cycle	0.472964222912455
